#Table1
u,g,r,i,z,u-g,g-r,r-i,i-z,class,subClass,redshift,mjd,clean,mode,zWarning,probPSF,ra,dec
18.65382,18.07817,17.88483,17.63776,17.724,0.5756569,0.1933327,0.2470703,-0.08623886,GALAXY,STARBURST,0.1169148,52263,1,1,0,0,341.094654182373,13.2690924275063
19.34923,18.51324,17.90717,17.53143,17.43694,0.8359966,0.6060638,0.375742,0.09448624,GALAXY,STARBURST,0.1325889,52263,1,1,0,0,341.14467275842,13.2862901676294
19.94165,19.57681,18.8518,18.40876,18.21865,0.3648357,0.7250195,0.4430332,0.1901073,GALAXY,STARBURST,0.2296792,52263,1,1,0,0,341.290585931625,13.3122033704358
19.14186,17.86505,17.35984,16.91246,16.7709,1.276814,0.5052071,0.447382,0.1415596,GALAXY,STARBURST,0.1115992,52143,1,1,0,0,358.733018155826,-10.0326538018963
19.84269,18.95531,18.47564,18.09946,18.09626,0.8873825,0.4796715,0.3761806,0.003202438,GALAXY,STARBURST,0.1499421,52143,1,1,0,0,358.735755321069,-9.99977269232826
18.92354,17.71664,17.22029,16.82875,16.68523,1.2069,0.4963531,0.3915424,0.1435204,GALAXY,STARBURST,0.07805583,52162,1,1,0,0,10.0356819571478,-9.28619080412219
17.19795,16.26266,15.8779,15.75143,16.17721,0.9352932,0.3847609,0.1264668,-0.4257765,GALAXY,STARBURST,0.01919787,52162,1,1,0,0,9.84533702433848,-8.82346122068263
18.45753,17.56328,17.26489,17.1199,16.99675,0.894249,0.2983818,0.1449909,0.1231537,GALAXY,STARBURST,0.01375057,52162,1,1,0,0,9.98323332885919,-8.85323065531089
18.93654,17.99549,17.59132,17.32047,17.24868,0.9410477,0.4041748,0.2708435,0.0717907,GALAXY,STARBURST,0.1121065,52553,1,1,0,0,354.080494896263,-10.7509041637855
18.05812,17.29981,17.05274,16.72004,16.6864,0.7583065,0.2470684,0.3326988,0.03363991,GALAXY,STARBURST,0.07311673,52553,1,1,0,0,354.510019784841,-10.4408135485763
18.89309,17.7173,17.16229,16.76617,16.55993,1.175787,0.5550079,0.396122,0.2062378,GALAXY,STARBURST,0.1153831,52553,1,1,0,0,354.540699078972,-10.2904976858253
18.35539,17.26318,16.87244,16.57399,16.38147,1.092218,0.3907318,0.2984581,0.1925144,GALAXY,STARBURST,0.05240488,52203,1,1,0,0,351.223530700435,-9.80066090210081
20.2053,19.32155,18.96009,18.5956,18.5215,0.883749,0.3614597,0.3644924,0.07410622,GALAXY,STARBURST,0.1263985,51908,1,1,0,0,36.5314063332351,-9.04349756045399
18.76141,17.79799,17.67211,17.4454,17.40989,0.9634171,0.1258793,0.2267113,0.03550911,GALAXY,STARBURST,0.06026531,51908,1,1,0,0,38.1862147660358,-9.00707807740329
17.45661,16.65222,16.44917,16.35231,16.238,0.8043938,0.2030468,0.0968647,0.1143017,GALAXY,STARBURST,0.02420538,51909,1,1,0,0,39.7573100248706,-8.76731428941948
18.76791,17.8126,17.49486,17.21643,17.12765,0.9553013,0.3177414,0.278429,0.08878708,GALAXY,STARBURST,0.09340837,51909,1,1,0,0,39.7159225508749,-8.41132229563684
21.46017,21.21807,21.54077,22.11727,22.59785,0.2420979,-0.3227043,-0.5765018,-0.4805775,GALAXY,STARBURST,0.02691434,58055,1,1,0,1,121.841150210953,40.4033884286218
21.46964,21.23152,20.62944,20.47158,20.40662,0.238121,0.6020851,0.1578579,0.06495857,GALAXY,STARBURST,0.5074883,57801,1,1,0,1,115.894627690277,34.7521068834406
18.5347,17.50662,17.07978,16.79247,16.68252,1.028074,0.4268398,0.2873077,0.1099586,GALAXY,STARBURST,0.03183979,51992,1,1,0,0,134.706420276693,51.7173820440421
19.03417,18.01392,17.55319,17.2096,17.11103,1.020245,0.4607296,0.3435936,0.09856987,GALAXY,STARBURST,0.102839,51992,1,1,0,0,135.201853997009,52.7380110388466
18.18463,17.29556,16.96159,16.6706,16.55014,0.8890705,0.3339653,0.2909966,0.1204529,GALAXY,STARBURST,0.05953541,51871,1,1,0,0,12.2772822773045,13.859767635752
18.46454,17.41236,16.93989,16.54717,16.39495,1.052183,0.4724636,0.3927231,0.1522179,GALAXY,STARBURST,0.08078706,51900,1,1,0,0,29.5091680016545,12.7152934024342
18.5543,17.44731,17.04325,16.738,16.58265,1.106983,0.404068,0.3052483,0.1553497,GALAXY,STARBURST,0.08877297,51900,1,1,0,0,29.4531073185368,13.1761976878634
18.89973,18.10674,17.80318,17.52151,17.5313,0.7929974,0.3035526,0.2816734,-0.009786606,GALAXY,STARBURST,0.149163,51900,1,1,0,0,29.212915851684,13.5413584589546
20.7127,20.01425,19.3992,19.22351,18.84055,0.6984501,0.6150532,0.175684,0.3829651,GALAXY,STARBURST,0.3137076,53262,1,1,0,0,27.4748807886529,14.7388386743633
18.78085,18.10218,17.82005,17.57625,17.58712,0.678669,0.2821312,0.243803,-0.01086807,GALAXY,STARBURST,0.1397479,51989,1,1,0,0,172.773339794161,2.35747319478092
19.41175,18.26497,17.72707,17.31595,17.15736,1.146786,0.5378914,0.4111214,0.1585941,GALAXY,STARBURST,0.09621866,51989,1,1,0,0,173.463691465096,3.25128559178027
18.68229,17.62159,17.16512,16.84524,16.71533,1.060709,0.4564686,0.3198776,0.1299095,GALAXY,STARBURST,0.1056536,51989,1,1,0,0,173.814154869276,3.24122997414756
18.78637,17.81312,17.47245,17.24677,17.17727,0.9732475,0.3406734,0.2256794,0.06949234,GALAXY,STARBURST,0.0266972,52316,1,1,0,0,154.299369764749,57.9226276212713
